AGENCY_AREA,CATCHMENT,WATERBODY_TYPE_DESCRIPTION,WATER_BODY,SITE_ID,SITE_VERSION,NGR_PREFIX,EASTING,NORTHING,NGR_10_FIG,FULL_EASTING,FULL_NORTHING,WFD_WATERBODY_ID,ALKALINITY,BASE_DATA_DATE,MIN_SAMPLE_DATE,MAX_SAMPLE_DATE,COUNT_OF_SAMPLES,ECN_SITE_DIAT
MIDLANDS - EAST,SOAR,RIVER: Natural/semi-natural flowing fresh watercourse,SWITHLAND BROOK,48267,2,SK,55510,12910,SK5551012910,455510,312910,GB104028047060,201.1,01/01/1995,29/04/2010,13/09/2010,2,False
MIDLANDS - EAST,TORNE,RIVER: Natural/semi-natural flowing fresh watercourse,MOTHER DRAIN,49155,2,SK,62800,99600,SK6280099600,462800,399600,GB104028064340,179.6,01/01/1995,03/04/2014,01/09/2014,2,False
MIDLANDS - EAST,TRENT (LOWER),RIVER: Natural/semi-natural flowing fresh watercourse,EGGINGTON BROOK,51907,2,SK,26955,28584,SK2695528584,426955,328584,GB104028053170,248.1,01/01/1995,16/05/2014,22/10/2014,2,False
MIDLANDS - EAST,TRENT (LOWER),RIVER: Natural/semi-natural flowing fresh watercourse,LAUGHTON DRAIN,154994,1,SK,85204,95829,SK8520495829,485204,395829,GB104028058120,,,24/05/2010,24/05/2010,1,False
MIDLANDS - EAST,TRENT (LOWER),RIVER: Natural/semi-natural flowing fresh watercourse,LAUGHTON DRAIN,154992,1,SK,86010,94662,SK8601094662,486010,394662,GB104028058120,,,24/05/2010,24/05/2010,1,False
MIDLANDS - EAST,TRENT (LOWER),RIVER: Natural/semi-natural flowing fresh watercourse,TRENT,92937,2,SK,33300,27900,SK3330027900,433300,327900,GB104028047420,,,15/09/2004,15/09/2004,1,False
MIDLANDS - EAST,TRENT (LOWER),RIVER: Natural/semi-natural flowing fresh watercourse,TRENT,48280,2,SK,36924,28558,SK3692428558,436924,328558,GB104028047420,147.0,01/01/1995,02/05/2008,18/09/2008,2,False
MIDLANDS - EAST,TRENT (LOWER),RIVER: Natural/semi-natural flowing fresh watercourse,WHEATLEY BECK,47194,2,SK,78815,86543,SK7881586543,478815,386543,GB104028058360,299.0,01/01/1995,11/05/2007,18/10/2007,2,False
MIDLANDS - EAST,WREAKE,RIVER: Natural/semi-natural flowing fresh watercourse,LANGHAM BROOK,47617,2,SK,84636,11374,SK8463611374,484636,311374,GB104028047520,158.6,01/01/1995,14/04/2009,30/09/2009,2,False
MIDLANDS - EAST,WREAKE,RIVER: Natural/semi-natural flowing fresh watercourse,WREAKE,51670,2,SK,68630,17875,SK6863017875,468630,317875,GB104028047550,175.1,01/01/1995,23/05/2007,23/05/2007,1,False
MIDLANDS - EAST,WYE (LT),RIVER: Natural/semi-natural flowing fresh watercourse,WYE (LT),49122,2,SK,25617,65661,SK2561765661,425617,365661,GB104028057820,202.6,01/01/1995,28/04/2015,28/04/2015,1,False
MIDLANDS - WEST,AVON (BELOW BIDFORD) (LS),RIVER: Natural/semi-natural flowing fresh watercourse,PIDDLE BROOK,153309,1,SP,04100,57810,SP0410057810,404100,257810,GB109054043700,,,29/05/2009,13/10/2009,2,False
MIDLANDS - WEST,AVON (BELOW BIDFORD) (LS),RIVER: Natural/semi-natural flowing fresh watercourse,PIDDLE BROOK,153305,1,SO,95750,51660,SO9575051660,395750,251660,GB109054043700,,,28/05/2009,13/10/2009,2,False
MIDLANDS - WEST,AVON (BELOW BIDFORD) (LS),RIVER: Natural/semi-natural flowing fresh watercourse,WALTON CARDIFF TRIBUTARY,153972,1,SO,90529,32302,SO9052932302,390529,232302,GB109054039790,271.5,04/10/2012,18/05/2010,22/10/2010,2,False
MIDLANDS - WEST,AVON (BELOW BIDFORD) (LS),RIVER: Natural/semi-natural flowing fresh watercourse,WHITSUN BROOK,153315,1,SO,99080,52189,SO9908052189,399080,252189,GB109054039530,268.3,27/02/2014,29/05/2009,19/11/2013,3,False
MIDLANDS - WEST,BADSEY BROOK (LS),RIVER: Natural/semi-natural flowing fresh watercourse,BADSEY BROOK (BROADWAY BROOK),89738,2,SP,06700,44380,SP0670044380,406700,244380,GB109054039350,,,27/08/1998,27/08/1998,1,False
MIDLANDS - WEST,BADSEY BROOK (LS),RIVER: Natural/semi-natural flowing fresh watercourse,LITTLETON BROOK,153967,1,SP,07275,44370,SP0727544370,407275,244370,GB109054039430,308.0,04/10/2012,28/04/2010,02/10/2014,4,False
MIDLANDS - WEST,BORLE (US),RIVER: Natural/semi-natural flowing fresh watercourse,BORLE BROOK,51286,2,SO,73789,82066,SO7378982066,373789,282066,GB109054044670,207.1,01/01/1995,19/05/2009,20/04/2015,5,False
MIDLANDS - WEST,BOW BROOK (LS),RIVER: Natural/semi-natural flowing fresh watercourse,BOW BROOK,49703,2,SO,98990,59900,SO9899059900,398990,259900,GB109054043820,214.9,01/01/1995,06/08/1998,14/10/2008,5,False
MIDLANDS - WEST,BOW BROOK (LS),RIVER: Natural/semi-natural flowing fresh watercourse,BOW BROOK,89704,2,SO,92550,45250,SO9255045250,392550,245250,GB109054043712,253.6,04/10/2012,20/08/1999,14/09/2007,2,False
MIDLANDS - WEST,DOWLES BROOK (US),RIVER: Natural/semi-natural flowing fresh watercourse,DOWLES BROOK,50321,2,SO,72135,76614,SO7213576614,372135,276614,GB109054044560,123.8,01/01/1995,13/04/2015,18/09/2017,3,False
MIDLANDS - WEST,DRAKELOW (US),RIVER: Natural/semi-natural flowing fresh watercourse,WOLVERLEY TRIBUTARY,153878,1,SJ,47407,31247,SJ4740731247,347407,331247,GB109054054980,205.0,04/10/2012,17/05/2010,03/11/2010,2,False
MIDLANDS - WEST,ISBOURNE (LS),RIVER: Natural/semi-natural flowing fresh watercourse,ISBOURNE,53986,2,SP,01830,27710,SP0183027710,401830,227710,GB109054039580,141.5,01/01/1995,12/04/2017,19/09/2017,2,False
MIDLANDS - WEST,ISBOURNE (LS),RIVER: Natural/semi-natural flowing fresh watercourse,ISBOURNE,47372,2,SP,00750,27190,SP0075027190,400750,227190,GB109054039580,145.9,01/01/1995,25/04/2017,19/09/2017,2,False
MIDLANDS - WEST,MEESE (US) 2,RIVER: Natural/semi-natural flowing fresh watercourse,MEESE,50407,2,SJ,75000,20800,SJ7500020800,375000,320800,GB109054050190,173.3,01/01/1995,21/04/2009,27/10/2009,2,False
MIDLANDS - WEST,MOR BROOK,RIVER: Natural/semi-natural flowing fresh watercourse,MOR BROOK,53830,2,SO,66631,94298,SO6663194298,366631,294298,GB109054049240,228.3,14/02/2014,09/05/2017,19/09/2017,2,False
MIDLANDS - WEST,MORDA (US),RIVER: Natural/semi-natural flowing fresh watercourse,MORDA,50228,2,SJ,30400,26600,SJ3040026600,330400,326600,GB109054055070,,,27/05/2009,17/08/2009,2,False
MIDLANDS - WEST,MORDA (US),RIVER: Natural/semi-natural flowing fresh watercourse,MORDA,50208,2,SJ,28900,28100,SJ2890028100,328900,328100,GB109054055070,,,27/05/2009,17/08/2009,2,False
MIDLANDS - WEST,ONNY (US),RIVER: Natural/semi-natural flowing fresh watercourse,EAST ONNY,51931,2,SO,37753,91694,SO3775391694,337753,291694,GB109054049130,42.0,11/02/2014,17/04/2013,12/09/2013,2,False
MIDLANDS - WEST,PERRY (US),RIVER: Natural/semi-natural flowing fresh watercourse,TETCHILL BROOK,51179,2,SJ,38272,30596,SJ3827230596,338272,330596,GB109054055000,174.8,27/02/2013,06/05/2015,06/05/2015,1,False
MIDLANDS - WEST,SEVERN (ABOVE BEWDLEY),RIVER: Natural/semi-natural flowing fresh watercourse,SEVERN,158364,1,SJ,64620,04425,SJ6462004425,364620,304425,GB109054049143,90.8,05/12/2016,08/05/2013,05/09/2017,11,False
MIDLANDS - WEST,SEVERN (ABOVE BEWDLEY),RIVER: Natural/semi-natural flowing fresh watercourse,SEVERN,143449,2,SJ,71142,01071,SJ7114201071,371142,301071,GB109054049143,,,27/09/2006,29/09/2008,3,False
MIDLANDS - WEST,SEVERN (ABOVE BEWDLEY),RIVER: Natural/semi-natural flowing fresh watercourse,SEVERN,159013,1,SO,70564,98882,SO7056498882,370564,298882,GB109054049143,93.1,27/02/2013,02/04/2012,19/05/2015,3,False
MIDLANDS - WEST,SEVERN (ABOVE BEWDLEY),RIVER: Natural/semi-natural flowing fresh watercourse,SEVERN,51052,2,SJ,46773,16460,SJ4677316460,346773,316460,GB109054049142,62.1,01/01/1995,15/05/2008,14/10/2013,6,False
MIDLANDS - WEST,SEVERN (ABOVE BEWDLEY),RIVER: Natural/semi-natural flowing fresh watercourse,SUNDORNE BROOK,53702,2,SJ,52480,14542,SJ5248014542,352480,314542,GB109054049910,158.4,01/01/1995,16/04/2012,16/04/2015,3,False
MIDLANDS - WEST,SEVERN (ABOVE BEWDLEY),RIVER: Natural/semi-natural flowing fresh watercourse,WEIR BROOK,49739,2,SJ,34100,17300,SJ3410017300,334100,317300,GB109054049940,134.0,04/12/2012,16/05/2012,14/11/2012,2,False
MIDLANDS - WEST,SEVERN (BELOW TEWKESBURY),RIVER: Natural/semi-natural flowing fresh watercourse,CHELT,52020,2,SO,93950,22950,SO9395022950,393950,222950,GB109054032820,193.0,01/01/1995,17/04/2007,30/09/2014,6,False
MIDLANDS - WEST,SEVERN (BELOW TEWKESBURY),RIVER: Natural/semi-natural flowing fresh watercourse,CINDERFORD BROOK,153092,1,SO,64674,14090,SO6467414090,364674,214090,GB109054032710,,,20/05/2009,10/09/2009,2,False
MIDLANDS - WEST,SEVERN (BELOW TEWKESBURY),RIVER: Natural/semi-natural flowing fresh watercourse,SEVERN (LS),89729,2,SO,87300,31300,SO8730031300,387300,231300,GB109054044404,,,18/11/1998,04/09/2001,3,False
MIDLANDS - WEST,SEVERN (BEWDLEY-TEWKESBURY),RIVER: Natural/semi-natural flowing fresh watercourse,BUSHLEY/LONGDON BROOK,51260,2,SO,83730,37010,SO8373037010,383730,237010,GB109054039660,259.1,01/01/1995,14/10/2010,14/10/2010,1,False
MIDLANDS - WEST,SEVERN (BEWDLEY-TEWKESBURY),RIVER: Natural/semi-natural flowing fresh watercourse,BUSHLEY/LONGDON BROOK,50664,2,SO,82580,35580,SO8258035580,382580,235580,GB109054039650,259.2,04/10/2012,16/04/2010,14/10/2010,2,False
MIDLANDS - WEST,SEVERN (BEWDLEY-TEWKESBURY),RIVER: Natural/semi-natural flowing fresh watercourse,SEVERN (LS),89733,2,SO,83500,46000,SO8350046000,383500,246000,GB109054039760,,,18/11/1998,03/09/2001,2,False
MIDLANDS - WEST,SEVERN ESTUARY,RIVER: Natural/semi-natural flowing fresh watercourse,GILGAL BROOK,154497,1,SO,71399,02479,SO7139902479,371399,202479,GB109054032540,228.8,04/10/2012,26/05/2010,12/10/2017,4,False
MIDLANDS - WEST,SOULTON BROOK,RIVER: Natural/semi-natural flowing fresh watercourse,PREES HEATH TRIBUTARY,153293,1,SJ,55358,37182,SJ5535837182,355358,337182,GB109054055030,,,29/05/2009,12/11/2009,2,False
MIDLANDS - WEST,SOULTON BROOK,RIVER: Natural/semi-natural flowing fresh watercourse,QUINA/STEEL BROOK,49661,2,SJ,55000,30900,SJ5500030900,355000,330900,GB109054049201,205.0,04/10/2012,14/04/2014,09/10/2014,2,False
MIDLANDS - WEST,STRINE (US),RIVER: Natural/semi-natural flowing fresh watercourse,PIPE STRINE,85996,2,SJ,69500,19200,SJ6950019200,369500,319200,GB109054050180,131.1,01/01/2003,02/04/2014,02/09/2014,2,False
MIDLANDS - WEST,STRINE (US),RIVER: Natural/semi-natural flowing fresh watercourse,STRINE,50645,2,SJ,71900,18400,SJ7190018400,371900,318400,GB109054050160,192.0,01/01/1995,17/05/2010,20/10/2010,2,False
MIDLANDS - WEST,TERN (US),RIVER: Natural/semi-natural flowing fresh watercourse,NORTH TELFORD INTERCEPTOR (RIVER TERN),53856,2,SJ,61500,13700,SJ6150013700,361500,313700,GB109054050170,198.5,04/10/2012,24/05/2010,26/10/2010,2,False
MIDLANDS - WEST,TERN (US),RIVER: Natural/semi-natural flowing fresh watercourse,TERN,92778,2,SJ,61180,13280,SJ6118013280,361180,313280,GB109054050170,180.0,04/10/2012,23/05/2008,27/11/2008,2,False
MIDLANDS - WEST,TERN (US),RIVER: Natural/semi-natural flowing fresh watercourse,TERN,50644,2,SJ,61747,15621,SJ6174715621,361747,315621,GB109054050170,166.0,01/03/2011,22/04/2014,03/09/2014,2,False
MIDLANDS - WEST,TERN (US),RIVER: Natural/semi-natural flowing fresh watercourse,TERN,153283,1,SJ,70563,38186,SJ7056338186,370563,338186,GB109054055150,,,29/05/2009,12/11/2009,2,False
MIDLANDS - WEST,TERN (US),RIVER: Natural/semi-natural flowing fresh watercourse,TERN,47236,2,SJ,63105,19466,SJ6310519466,363105,319466,GB109054050170,166.6,01/01/1995,14/04/2014,18/09/2014,2,False
MIDLANDS - WEST,WORFE (US),RIVER: Natural/semi-natural flowing fresh watercourse,WORFE,52585,2,SJ,78000,04400,SJ7800004400,378000,304400,GB109054050270,152.3,01/01/1995,24/04/2007,26/09/2013,6,False
MIDLANDS - WEST,WYE,RIVER: Natural/semi-natural flowing fresh watercourse,ARROW (WYE - WALES),92818,2,SO,28400,55670,SO2840055670,328400,255670,GB109055036620,,,25/07/2002,27/09/2007,23,False
MIDLANDS - WEST,WYE,RIVER: Natural/semi-natural flowing fresh watercourse,FROME,45315,2,SO,65010,55631,SO6501055631,365010,255631,GB109055041850,252.8,01/01/1995,26/07/2002,28/09/2007,17,False
MIDLANDS - WEST,WYE,RIVER: Natural/semi-natural flowing fresh watercourse,HUMBER BROOK,45333,2,SO,52069,52818,SO5206952818,352069,252818,GB109055036770,243.2,01/01/1995,07/04/2014,27/10/2014,2,False
MIDLANDS - WEST,WYE,RIVER: Natural/semi-natural flowing fresh watercourse,STRETFORD BROOK,45340,2,SO,43900,54950,SO4390054950,343900,254950,GB109055036580,241.4,01/01/1995,14/04/2008,03/09/2008,2,False
MIDLANDS - WEST,WYE,RIVER: Natural/semi-natural flowing fresh watercourse,WYE (WALES),86666,2,SO,56669,35784,SO5666935784,356669,235784,GB109055037112,,,29/09/1998,26/09/2006,14,False
NORTH EAST - NORTH EAST,ALN,RIVER: Natural/semi-natural flowing fresh watercourse,CALLALY BURN,160507,1,NU,06484,11769,NU0648411769,406484,611769,GB103022076310,185.0,21/01/2014,20/04/2015,20/04/2015,1,False
NORTH EAST - NORTH EAST,ALN,RIVER: Natural/semi-natural flowing fresh watercourse,SHIPLEY BURN,1655,2,NU,15186,17750,NU1518617750,415186,617750,GB103022076380,98.0,01/01/1995,02/04/2015,02/04/2015,1,False
NORTH EAST - NORTH EAST,BLYTH (NORTHUMBRIA),RIVER: Natural/semi-natural flowing fresh watercourse,HOW BURN,1729,2,NZ,13394,80227,NZ1339480227,413394,580227,GB103022076940,160.0,01/01/1995,03/10/2005,11/09/2014,3,False
NORTH EAST - NORTH EAST,BLYTH (NORTHUMBRIA),RIVER: Natural/semi-natural flowing fresh watercourse,SLEEK BURN,1715,2,NZ,27373,84122,NZ2737384122,427373,584122,GB103022076230,226.7,01/01/2000,08/05/2008,08/09/2014,8,False
NORTH EAST - NORTH EAST,BROWNEY AND DEERNESS,RIVER: Natural/semi-natural flowing fresh watercourse,DEERNESS,1871,2,NZ,25492,40941,NZ2549240941,425492,540941,GB103024077552,144.1,01/01/1995,09/04/2008,15/04/2015,5,False
NORTH EAST - NORTH EAST,BROWNEY AND DEERNESS,RIVER: Natural/semi-natural flowing fresh watercourse,SMALLHOPE BURN,1877,2,NZ,15019,48170,NZ1501948170,415019,548170,GB103024077330,52.0,01/01/1995,13/03/2009,14/10/2015,4,False
NORTH EAST - NORTH EAST,COAST (NORTH),RIVER: Natural/semi-natural flowing fresh watercourse,MILL BECK,2032,2,NZ,69996,15401,NZ6999615401,469996,515401,GB103025071900,91.3,04/10/2012,23/03/2009,21/10/2013,6,False
NORTH EAST - NORTH EAST,DERWENT,RIVER: Natural/semi-natural flowing fresh watercourse,BURNHOPE BURN,1768,2,NZ,01294,49616,NZ0129449616,401294,549616,GB103023074760,19.9,04/10/2012,06/05/2010,17/09/2014,4,False
NORTH EAST - NORTH EAST,DERWENT,RIVER: Natural/semi-natural flowing fresh watercourse,DERWENT (NORTHUMBRIA),92774,2,NZ,17500,59110,NZ1750059110,417500,559110,GB103023074790,50.0,29/01/2014,15/08/2002,07/06/2013,4,False
NORTH EAST - NORTH EAST,KYM,RIVER: Natural/semi-natural flowing fresh watercourse,MARCH BURN,1775,2,NZ,01911,61450,NZ0191161450,401911,561450,GB103023075650,48.0,01/01/1995,30/04/2010,21/09/2017,9,False
NORTH EAST - NORTH EAST,LEVEN (DALES),RIVER: Natural/semi-natural flowing fresh watercourse,BROUGHTON BECK,1969,2,NZ,53184,07887,NZ5318407887,453184,507887,GB103025071870,90.5,21/01/2014,20/05/2010,12/09/2014,4,False
NORTH EAST - NORTH EAST,LOWER COQUET,RIVER: Natural/semi-natural flowing fresh watercourse,COQUET,1662,2,NU,18500,00300,NU1850000300,418500,600300,GB103022076690,97.0,01/01/1995,31/10/2005,14/11/2006,3,False
NORTH EAST - NORTH EAST,LOWER WEAR,RIVER: Natural/semi-natural flowing fresh watercourse,CONG BURN,1841,2,NZ,27926,51565,NZ2792651565,427926,551565,GB103024077624,87.0,01/01/1995,14/07/1994,04/09/2017,11,False
NORTH EAST - NORTH EAST,NORTH NORTHUMBERLAND COAST,RIVER: Natural/semi-natural flowing fresh watercourse,BELFORD BURN,159024,1,NU,11709,33987,NU1170933987,411709,633987,GB103022076460,,,23/04/2012,08/10/2012,2,False
NORTH EAST - NORTH EAST,NORTH NORTHUMBERLAND COAST,RIVER: Natural/semi-natural flowing fresh watercourse,BELFORD BURN,159025,1,NU,11622,33705,NU1162233705,411622,633705,GB103022076460,,,23/04/2012,08/10/2012,2,False
NORTH EAST - NORTH EAST,NORTH TYNE,RIVER: Natural/semi-natural flowing fresh watercourse,HUMBLE BURN,164279,1,NY,65254,83835,NY6525483835,365254,583835,GB103023074970,40.0,29/01/2014,09/05/2013,14/10/2015,7,False
NORTH EAST - NORTH EAST,NORTH TYNE,RIVER: Natural/semi-natural flowing fresh watercourse,HUMBLE BURN,164281,1,NY,65791,83843,NY6579183843,365791,583843,GB103023074970,40.0,29/01/2014,22/05/2013,14/10/2015,7,False
NORTH EAST - NORTH EAST,NORTH TYNE,RIVER: Natural/semi-natural flowing fresh watercourse,NORTH TYNE,1739,2,NY,90400,73300,NY9040073300,390400,573300,GB103023075802,52.0,01/01/1995,06/08/2002,14/07/2009,4,False
NORTH EAST - NORTH EAST,NORTH TYNE,RIVER: Natural/semi-natural flowing fresh watercourse,NORTH TYNE,81498,2,NY,78200,85600,NY7820085600,378200,585600,GB103023075070,,,06/08/2002,24/07/2003,2,False
NORTH EAST - NORTH EAST,NORTH TYNE,RIVER: Natural/semi-natural flowing fresh watercourse,NORTH TYNE,1740,2,NY,86300,77000,NY8630077000,386300,577000,GB103023074920,30.0,01/01/1995,26/03/2009,26/09/2014,4,False
NORTH EAST - NORTH EAST,NORTH TYNE,RIVER: Natural/semi-natural flowing fresh watercourse,SIMON BURN,1805,2,NY,87193,73510,NY8719373510,387193,573510,GB103023074800,139.9,15/03/2013,08/04/2015,08/04/2015,1,False
NORTH EAST - NORTH EAST,NORTH TYNE,RIVER: Natural/semi-natural flowing fresh watercourse,TARRET BURN,159380,1,NY,79554,88343,NY7955488343,379554,588343,GB103023075150,40.4,15/03/2013,08/05/2017,18/10/2017,2,False
NORTH EAST - NORTH EAST,NORTH TYNE,RIVER: Natural/semi-natural flowing fresh watercourse,TARSET BURN,1822,2,NY,78573,85460,NY7857385460,378573,585460,GB103023075070,59.0,01/01/1995,24/05/2007,30/10/2017,10,False
NORTH EAST - NORTH EAST,REDE,RIVER: Natural/semi-natural flowing fresh watercourse,ELSDON BURN,1815,2,NY,92307,92902,NY9230792902,392307,592902,GB103023075130,115.0,01/01/1995,24/05/2007,09/10/2017,10,False
NORTH EAST - NORTH EAST,REDE,RIVER: Natural/semi-natural flowing fresh watercourse,MILLER BURN,159378,1,NY,88499,90975,NY8849990975,388499,590975,GB103023075060,61.8,15/03/2013,09/05/2017,09/10/2017,2,False
NORTH EAST - NORTH EAST,REDE,RIVER: Natural/semi-natural flowing fresh watercourse,WIND BURN,159381,1,NY,82109,97397,NY8210997397,382109,597397,GB103023075320,87.0,21/01/2014,09/05/2017,09/10/2017,2,False
NORTH EAST - NORTH EAST,SKERNE,RIVER: Natural/semi-natural flowing fresh watercourse,RUSHYFORD BECK,1467,2,NZ,29601,28470,NZ2960128470,429601,528470,GB103025072450,234.0,01/01/1995,24/04/2008,30/09/2014,6,False
NORTH EAST - NORTH EAST,TEES,RIVER: Natural/semi-natural flowing fresh watercourse,ALDBROUGH BECK,164181,1,NZ,17612,12874,NZ1761212874,417612,512874,GB103025072150,233.0,29/01/2014,21/05/2014,26/10/2015,4,False
NORTH EAST - NORTH EAST,TEES,RIVER: Natural/semi-natural flowing fresh watercourse,CLOW BECK,1993,2,NZ,28189,10122,NZ2818910122,428189,510122,GB103025072100,221.1,01/01/1995,15/05/2008,26/10/2015,8,False
NORTH EAST - NORTH EAST,TEES,RIVER: Natural/semi-natural flowing fresh watercourse,DENE BECK,144444,2,NZ,26957,20542,NZ2695720542,426957,520542,GB103025072290,175.0,15/03/2013,17/05/2007,08/09/2014,4,False
NORTH EAST - NORTH EAST,TEES,RIVER: Natural/semi-natural flowing fresh watercourse,LONG GRAIN,2016,2,NY,86700,20900,NY8670020900,386700,520900,GB103025072351,57.2,01/01/1995,16/05/2014,05/09/2014,2,False
NORTH EAST - NORTH EAST,TEES,RIVER: Natural/semi-natural flowing fresh watercourse,SUMMERHOUSE BECK,1996,2,NZ,21193,15884,NZ2119315884,421193,515884,GB103025072300,274.5,01/01/1995,08/05/2014,10/09/2014,2,False
NORTH EAST - NORTH EAST,TEES,RIVER: Natural/semi-natural flowing fresh watercourse,TEES,1912,2,NZ,31144,10074,NZ3114410074,431144,510074,GB103025072593,87.6,01/01/1995,01/09/2011,19/10/2017,9,False
NORTH EAST - NORTH EAST,TEES,RIVER: Natural/semi-natural flowing fresh watercourse,TEES,1910,2,NZ,34572,11368,NZ3457211368,434572,511368,GB103025072595,93.4,01/01/1995,27/04/2007,19/10/2017,8,False
NORTH EAST - NORTH EAST,"TWEED, TILL AND TRIBS",RIVER: Natural/semi-natural flowing fresh watercourse,HORNCLIFFEMILL BURN,144464,2,NT,93294,49153,NT9329449153,393294,649153,GB102021073070,273.5,01/03/2011,31/05/2007,05/09/2014,8,False
NORTH EAST - NORTH EAST,"TWEED, TILL AND TRIBS",RIVER: Natural/semi-natural flowing fresh watercourse,TILL,1625,2,NT,99839,30792,NT9983930792,399839,630792,GB102021073040,76.0,01/01/1995,28/10/2003,05/08/2009,7,False
NORTH EAST - NORTH EAST,"TWEED, TILL AND TRIBS",RIVER: Natural/semi-natural flowing fresh watercourse,WILLOW BURN,160554,1,NT,85698,39008,NT8569839008,385698,639008,GB102021073010,217.0,21/01/2014,23/04/2013,03/09/2013,2,False
NORTH EAST - NORTH EAST,"TWEED, TILL AND TRIBS",RIVER: Natural/semi-natural flowing fresh watercourse,WOOLER WATER,1632,2,NT,99730,24800,NT9973024800,399730,624800,GB102021072930,20.0,01/01/1995,16/05/2006,05/09/2013,4,False
NORTH EAST - NORTH EAST,TYNE ESTUARINE,RIVER: Natural/semi-natural flowing fresh watercourse,TEAM,2152,2,NZ,25900,56800,NZ2590056800,425900,556800,GB103023075670,,,22/08/2001,02/09/2005,5,False
NORTH EAST - NORTH EAST,TYNE ESTUARINE,RIVER: Natural/semi-natural flowing fresh watercourse,TEAM,2150,2,NZ,26106,56599,NZ2610656599,426106,556599,GB103023075670,101.0,04/10/2012,09/08/2002,07/06/2013,12,False
NORTH EAST - NORTH EAST,TYNE ESTUARINE,RIVER: Natural/semi-natural flowing fresh watercourse,TEAM,2143,2,NZ,19332,54296,NZ1933254296,419332,554296,GB103023075670,101.0,04/10/2012,10/08/1998,01/08/2013,12,False
NORTH EAST - NORTH EAST,UPPER COQUET,RIVER: Natural/semi-natural flowing fresh watercourse,COQUET,1665,2,NT,98144,00209,NT9814400209,398144,600209,GB103022076690,66.0,01/01/1995,15/11/2005,25/10/2006,2,False
NORTH EAST - NORTH EAST,UPPER COQUET,RIVER: Natural/semi-natural flowing fresh watercourse,COQUET,1666,2,NT,95400,03800,NT9540003800,395400,603800,GB103022076690,,,19/09/2011,19/09/2011,1,False
NORTH EAST - NORTH EAST,UPPER COQUET,RIVER: Natural/semi-natural flowing fresh watercourse,WREIGH BURN,1683,2,NU,03042,02202,NU0304202202,403042,602202,GB103022076600,151.0,01/01/1995,15/11/2005,01/10/2015,13,False
